id,brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price
1523,Audi,A6 3.0 TDI Premium Plus,2014,"42,400 mi.",Diesel,240.0HP 3.0L V6 Cylinder Engine Diesel Fuel,8-Speed A/T,Silver,Black,None reported,Yes,26500.0
1524,BMW,X1 xDrive 28i,2017,"49,700 mi.",Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None reported,Yes,26000.0
1525,Volvo,C70 T5,2006,"61,000 mi.",Gasoline,218.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Beige,None reported,Yes,10299.0
1526,Genesis,GV70 3.5T Sport,2022,"10,200 mi.",Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,50500.0
1527,Lexus,LX 470 Base,1999,"82,000 mi.",Gasoline,230.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,25000.0
1528,BMW,M6 Base,2015,"37,000 mi.",Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Silver,None reported,Yes,45950.0
1529,Lexus,NX 300 Base,2021,"6,449 mi.",Gasoline,2.0L I4 16V PDI DOHC Turbo,6-Speed Automatic,Silver,Black,At least 1 accident or damage reported,,35999.0
1530,Porsche,Cayenne E-Hybrid S Platinum Edition,2017,"69,404 mi.",Plug-In Hybrid,416.0HP 3.0L V6 Cylinder Engine Plug-In Electric/Gas,8-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,29500.0
1531,Ford,Explorer Limited,2017,"152,000 mi.",Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,None reported,Yes,15499.0
1532,Toyota,Sequoia TRD Pro,2023,600 mi.,Hybrid,437.0HP 3.4L V6 Cylinder Engine Gas/Electric Hybrid,10-Speed A/T,Orange,Black,None reported,Yes,91995.0
1533,Rolls-Royce,Ghost Base,2010,"79,000 mi.",Gasoline,563.0HP 6.6L 12 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,None reported,Yes,69000.0
1534,GMC,Sierra 2500 Base,2021,"8,210 mi.",Gasoline,401.0HP 6.6L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,55000.0
1535,GMC,Yukon SLT,2017,"92,031 mi.",Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,At least 1 accident or damage reported,Yes,30000.0
1536,BMW,M550 i xDrive,2019,"7,580 mi.",Gasoline,456.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,51500.0
1537,Ford,Shelby GT500 Base,2021,"19,200 mi.",Gasoline,760.0HP 5.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,82950.0
1538,Chevrolet,Corvette Base,2008,"28,150 mi.",Gasoline,430.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Beige,None reported,Yes,31000.0
1539,Jeep,Wrangler Sport,2001,"171,000 mi.",Gasoline,181.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,White,Black,At least 1 accident or damage reported,Yes,15000.0
1540,Ford,Excursion Limited,2001,"333,361 mi.",Diesel,250.0HP 7.3L 8 Cylinder Engine Diesel Fuel,A/T,Black,Beige,At least 1 accident or damage reported,Yes,17000.0
1541,Lexus,SC 300 Base,1998,"165,000 mi.",Gasoline,225.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Purple,Beige,None reported,Yes,8700.0
1542,Jeep,Wrangler Unlimited Sport S,2018,"17,000 mi.",Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,38500.0
1543,GMC,Sierra 1500 SLE,2015,"102,000 mi.",Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,24500.0
1544,Volkswagen,Tiguan 2.0T SE,2022,"11,000 mi.",Gasoline,184.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,White,None reported,Yes,27900.0
1545,Ford,Focus ST Base,2014,"110,000 mi.",Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Gray,None reported,Yes,9495.0
1546,Chevrolet,Silverado 2500 WT,2018,"141,195 mi.",E85 Flex Fuel,6.0L V8 16V MPFI OHV Flexible Fuel,6-Speed Automatic,Summit White,Dark Ash,,,28499.0
1547,Mercedes-Benz,C-Class C 300 4MATIC Sport,2013,"157,405 mi.",Gasoline,248.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,10750.0
1548,Chevrolet,Corvette Stingray w/2LT,2022,"7,900 mi.",Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Red,None reported,Yes,92500.0
1549,BMW,M4 Base,2018,"10,950 mi.",Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,White,None reported,Yes,60995.0
1550,Polestar,2 Launch Edition,2021,"12,172 mi.",,Electric,1-Speed Automatic,Thunder Gray,Charcoal,None reported,,35999.0
1551,Chevrolet,Traverse LS,2022,"32,117 mi.",Gasoline,3.6L V6 24V GDI DOHC,Automatic,Northsky Blue Metallic,Jet Black,None reported,,33299.0
1552,BMW,X7 xDrive50i,2019,"31,157 mi.",Gasoline,4.4 Liter GDI DOHC Twin Turbo,Automatic,Black,Blk,None reported,,65998.0
1553,Chevrolet,Colorado ZR2,2019,"38,900 mi.",Gasoline,308.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,34700.0
1554,Audi,S6 4.0T,2015,"74,000 mi.",Gasoline,420.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Gray,None reported,Yes,29950.0
1555,Volvo,S80 3.2,2010,"90,050 mi.",Gasoline,235.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Brown,Beige,None reported,Yes,5800.0
1556,Land,Rover Range Rover 3.0L Supercharged HSE,2018,"73,101 mi.",Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,None reported,Yes,42950.0
1557,Land,Rover Range Rover 3.0L Supercharged HSE,2016,"103,000 mi.",Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,33999.0
1558,BMW,M3 Competition,2022,"14,269 mi.",Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Orange,None reported,Yes,80000.0
1559,RAM,1500 Rebel,2021,"32,000 mi.",Hybrid,395.0HP 5.7L 8 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,White,Black,None reported,Yes,50927.0
1560,Nissan,Kicks S,2022,"19,877 mi.",Gasoline,1.6L I4 16V MPFI DOHC,Automatic CVT,Super Black,Charcoal,None reported,,18999.0
1561,Cadillac,Escalade Luxury,2013,"95,570 mi.",E85 Flex Fuel,403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,A/T,Black,Black,At least 1 accident or damage reported,Yes,22000.0
1562,Acura,RLX Advance Package,2016,"102,665 mi.",Gasoline,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,15450.0
1563,Mercedes-Benz,E-Class E 350,2012,"59,600 mi.",Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,None reported,Yes,19900.0
1564,Ford,Flex SEL,2011,"149,000 mi.",Gasoline,262.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Beige,None reported,Yes,7999.0
1565,Ford,F-250 XL,2020,"36,000 mi.",E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,A/T,White,Gray,None reported,Yes,44000.0
1566,BMW,228 Gran Coupe i xDrive,2020,"10,426 mi.",Gasoline,2.0 Liter Turbo,Automatic,Black Sapphire Metallic,Oyster/Black,None reported,,30798.0
1567,Kia,Sorento Plug-In Hybrid SX Prestige,2022,"10,101 mi.",Plug-In Hybrid,261.0HP 1.6L 4 Cylinder Engine Plug-In Electric/Gas,6-Speed A/T,White,–,None reported,Yes,44990.0
1568,Mercedes-Benz,AMG GLE 43 4MATIC Coupe,2019,"28,755 mi.",Gasoline,385.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Black,None reported,Yes,61350.0
1569,Tesla,Model Y Long Range,2020,"19,800 mi.",,425.0HP Electric Motor Electric Fuel System,1-Speed A/T,White,White,None reported,Yes,44990.0
1570,Toyota,Supra A91-MT Edition,2023,"1,500 mi.",Gasoline,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Orange,None reported,Yes,84900.0
1571,Chrysler,300M Base,2004,"45,000 mi.",Gasoline,250.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,None reported,Yes,6000.0
1572,Kia,Sportage Plug-In Hybrid X-Line,2023,"1,340 mi.",Plug-In Hybrid,177.0HP 1.6L 4 Cylinder Engine Plug-In Electric/Gas,A/T,Black,Black,None reported,Yes,41000.0
1573,Nissan,Titan SV,2023,"6,200 mi.",Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Gray,None reported,Yes,48000.0
1574,BMW,650 i,2006,"122,141 mi.",Gasoline,360.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,10500.0
1575,BMW,Z4 2.5i Roadster,2005,"138,000 mi.",Gasoline,184.0HP 2.5L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Beige,None reported,Yes,9950.0
1576,Porsche,Cayman GTS,2015,"11,500 mi.",Gasoline,340.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,–,None reported,Yes,72000.0
1577,Toyota,4Runner TRD Pro,2016,"98,000 mi.",Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,36000.0
1578,BMW,X5 xDrive 35i Sport Activity,2012,"122,600 mi.",Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,12900.0
1579,Bentley,Continental GT V8,2022,"10,972 mi.",Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic with Auto-Shift,Red,Black,None reported,Yes,217950.0
1580,Tesla,Model S 90D,2016,"74,122 mi.",,417.0HP Electric Motor Electric Fuel System,A/T,Black,Black,None reported,Yes,35900.0
1581,Lamborghini,Huracan EVO Coupe,2021,"5,718 mi.",Gasoline,"5.2L V-10 gasoline direct injection, DOHC, variable valve contro",Automatic,Arancio Borealis,Nero Ade,None reported,,279991.0
1582,Cadillac,CTS Premium,2013,"105,000 mi.",Gasoline,318.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,12000.0
1583,Mercedes-Benz,AMG G 63 Base,2019,"19,593 mi.",Gasoline,4.0 Liter Twin Turbo,Automatic,Black,Black,None reported,,159998.0
1584,Toyota,Highlander XLE,2019,"81,301 mi.",Gasoline,3.5L V6 24V PDI DOHC,8-Speed Automatic,Black,Black,None reported,Yes,30275.0
1585,Mercedes-Benz,E-Class E 550,2016,"49,643 mi.",Gasoline,402.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,33995.0
1586,Nissan,Leaf SV PLUS,2023,"7,089 mi.",,214.0HP Electric Motor Electric Fuel System,1-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,29895.0
1587,Lincoln,Navigator Base,2008,"149,000 mi.",Gasoline,300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,A/T,Gold,Beige,None reported,Yes,10099.0
1588,Jeep,Liberty Limited,2010,"107,000 mi.",Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,None reported,Yes,5900.0
1589,Mercedes-Benz,AMG GT C,2020,"15,000 mi.",Gasoline,550.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,Yes,129000.0
1590,Ford,Explorer Timberline,2021,"25,240 mi.",Gasoline,2.3L I4 16V GDI DOHC Turbo,10-Speed Automatic,Gray,Ebony,At least 1 accident or damage reported,,39951.0
1591,Nissan,GT-R Premium,2020,"16,010 mi.",Gasoline,565.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,114000.0
1592,Dodge,Durango GT,2021,"20,386 mi.",Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Billet Clearcoat Metallic,Black,None reported,,32999.0
1593,Audi,e-tron Prestige,2019,"33,012 mi.",,355.0HP Electric Motor Electric Fuel System,1-Speed A/T,Blue,Beige,None reported,Yes,38000.0
1594,Mercedes-Benz,SL-Class SL500 Roadster,2003,"26,190 mi.",Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Gold,Beige,None reported,Yes,22000.0
1595,Jaguar,XJ Base,2013,"112,000 mi.",Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,White,None reported,Yes,8800.0
1596,Mercedes-Benz,Metris Base,2018,"58,350 mi.",Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,29497.0
1597,Chevrolet,Corvette Stingray w/3LT,2020,"5,194 mi.",Gasoline,6.2L V8 16V GDI OHV,8-Speed Automatic with Auto-Shift,Arctic White,Tension,None reported,,87500.0
1598,Chevrolet,Suburban 1500 LT,2015,"179,200 mi.",Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,–,At least 1 accident or damage reported,Yes,16000.0
1599,BMW,M550 i xDrive,2020,"40,000 mi.",Gasoline,523.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Black,None reported,Yes,53000.0
1600,Mazda,MX-5 Miata Shinsen,2003,"46,873 mi.",Gasoline,142.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Gray,Blue,None reported,Yes,11500.0
1601,Acura,TL 3.2,2005,"199,296 mi.",Gasoline,270.0HP 3.2L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,4900.0
1602,Dodge,Charger SRT8,2008,"98,231 mi.",Gasoline,425.0HP 6.1L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Black,At least 1 accident or damage reported,Yes,15500.0
1603,RAM,1500 Big Horn,2020,"25,396 mi.",Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Maximum Steel Metallic,Black,None reported,Yes,43250.0
1604,Ford,Bronco Sport Base,2022,"13,865 mi.",Gasoline,1.5L I3 12V PDI DOHC Turbo,8-Speed Automatic,Shadow Black,Ebony,None reported,Yes,29182.0
1605,Maserati,Ghibli S Q4 GranSport,2020,"25,721 mi.",Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,8-Speed Automatic,Blu,Nero,None reported,Yes,52645.0
1606,Ford,F-250 XLT SuperCab Super Duty,2008,"149,460 mi.",Diesel,350.0HP 6.4L 8 Cylinder Engine Diesel Fuel,A/T,Blue,Gray,At least 1 accident or damage reported,Yes,12240.0
1607,BMW,X6 M Base,2021,"18,000 mi.",Gasoline,600.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,94000.0
1608,Porsche,911 Carrera Cabriolet,1996,"38,000 mi.",–,–,Transmission w/Dual Shift Mode,Blue,Gray,,,75000.0
1609,Cadillac,CTS 3.6L Premium Luxury,2019,"136,150 mi.",Gasoline,335.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,At least 1 accident or damage reported,Yes,22500.0
1610,Lexus,LX 570 Three-Row,2021,"48,300 mi.",Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,White,Red,None reported,Yes,82000.0
1611,Tesla,Model 3 Standard Range Plus,2019,"32,300 mi.",,Electric Motor Electric Fuel System,A/T,Black,Black,None reported,Yes,29000.0
1612,BMW,335 i,2011,"73,000 mi.",Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Beige,None reported,Yes,16000.0
1613,Acura,TLX Type S w/Performance Tire,2023,"1,798 mi.",Gasoline,355.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,53000.0
1614,Chevrolet,Silverado 1500 1LT,2018,"81,000 mi.",E85 Flex Fuel,285.0HP 4.3L V6 Cylinder Engine Flex Fuel Capability,A/T,Red,Gray,None reported,Yes,32000.0
1615,Tesla,Model S 70D,2015,"62,089 mi.",,329.0HP Electric Motor Electric Fuel System,A/T,Black,Beige,None reported,Yes,29975.0
1616,Mercedes-Benz,CLA-Class CLA 250,2016,"120,000 mi.",Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,19800.0
1617,Kia,Telluride SX,2020,"38,000 mi.",Gasoline,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Green,Beige,None reported,Yes,41999.0
1618,Toyota,Prius v Three,2016,"86,300 mi.",Hybrid,134.0HP 1.8L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Gray,Black,At least 1 accident or damage reported,Yes,18000.0
1619,RAM,3500 Laramie,2022,"16,648 mi.",Diesel,6.7L I6 24V DDI OHV Turbo Diesel,6-Speed Automatic,Flame Red Clearcoat,Black,None reported,,70999.0
1620,Lexus,GS 350 Base,2016,"128,032 mi.",Gasoline,311.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,18000.0
1621,Porsche,911 GT3,2015,"13,250 mi.",Gasoline,475.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Brown,Gray,None reported,Yes,154900.0
1622,Dodge,Ram 2500 Quad Cab,2001,"171,079 mi.",Diesel,245.0HP 5.9L Straight 6 Cylinder Engine Diesel Fuel,A/T,Silver,Gray,None reported,Yes,27500.0
1623,Mercedes-Benz,C-Class 4MATIC Sedan,2022,"9,612 mi.",Gasoline,"2L I-4 gasoline direct injection, DOHC, variable valve control,","Automatic, 9-Spd 9G-Tronic",–,–,None reported,,43900.0
1624,Ford,Edge Titanium,2017,"113,294 mi.",Gasoline,245.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,16500.0
1625,Honda,Element EX,2008,"122,000 mi.",Gasoline,166.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,None reported,Yes,10500.0
1626,BMW,X6 xDrive40i,2023,"16,307 mi.",Hybrid,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Red,White,None reported,Yes,71400.0
1627,Hyundai,Tucson SE,2018,"66,126 mi.",Gasoline,2.0L I4 16V GDI DOHC,6-Speed Automatic,Dazzling White,Gray,None reported,,19190.0
1628,BMW,M4 Competition,2021,"12,500 mi.",Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Blue,At least 1 accident or damage reported,Yes,90000.0
1629,Porsche,911 Carrera 4S,2020,"25,568 mi.",Gasoline,3.0L H6 24V GDI DOHC Twin Turbo,7-Speed Manual,Red,Black,None reported,Yes,134999.0
1630,Ford,Transit-350 Base,2020,"19,400 mi.",Gasoline,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,58000.0
1631,Lincoln,MKS EcoBoost,2016,"38,100 mi.",Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Beige,None reported,Yes,21000.0
1632,Dodge,Ram 1500 ST,2010,"131,100 mi.",E85 Flex Fuel,310.0HP 4.7L 8 Cylinder Engine Flex Fuel Capability,A/T,White,Gray,At least 1 accident or damage reported,Yes,12995.0
1633,Toyota,Highlander Limited,2008,"165,520 mi.",Gasoline,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,At least 1 accident or damage reported,Yes,9000.0
1634,BMW,740 i,2016,"73,000 mi.",Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,23999.0
1635,Chevrolet,Cruze LS,2018,"100,000 mi.",Gasoline,153.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,8500.0
1636,Lincoln,Navigator Reserve,2018,"54,000 mi.",Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Brown,Orange,At least 1 accident or damage reported,Yes,46500.0
1637,Toyota,Tundra SR,2018,"74,000 mi.",E85 Flex Fuel,381.0HP 5.7L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Beige,Black,At least 1 accident or damage reported,Yes,38000.0
1638,Ford,F-150 Lariat,2011,"152,000 mi.",Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Brown,Beige,None reported,Yes,14000.0
1639,INFINITI,QX80 Base,2017,"121,525 mi.",Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,28500.0
1640,Ford,F-150 XLT,2016,"71,000 mi.",E85 Flex Fuel,385.0HP 5.0L 8 Cylinder Engine Flex Fuel Capability,A/T,Black,–,At least 1 accident or damage reported,Yes,24350.0
1641,Mercedes-Benz,AMG E 53 4MATIC,2020,"8,375 mi.",Gasoline,"AMG 3L I-6 gasoline direct injection, DOHC, variable valve contr","Automatic, 9-Spd 9G-Tronic",BLACK,BLACK,None reported,,69900.0
1642,Jeep,Wrangler S,1994,"50,750 mi.",–,–,5-Speed M/T,Blue,Gray,None reported,Yes,15000.0
1643,Ford,Explorer XLT,2017,"169,000 mi.",E85 Flex Fuel,290.0HP 3.5L V6 Cylinder Engine Flex Fuel Capability,A/T,White,Beige,None reported,Yes,13000.0
1644,Mitsubishi,Lancer Evolution MR,2011,"94,500 mi.",Gasoline,291.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,27000.0
1645,Audi,RS 5 4.2,2013,"75,965 mi.",Gasoline,450.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,35999.0
1646,Jeep,Gladiator Overland,2020,"43,000 mi.",Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,46500.0
1647,Lexus,GX 460 Base,2018,"52,100 mi.",Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,None reported,Yes,38000.0
1648,Chevrolet,Monte Carlo SS,2005,"75,000 mi.",Gasoline,240.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,12500.0
1649,Land,Rover Defender SE,2021,"13,970 mi.",Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Gray,Black,None reported,Yes,75500.0
1650,Chevrolet,Silverado 1500 LT Crew Cab,2006,"215,000 mi.",Gasoline,345.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,6995.0
1651,Cadillac,Escalade Premium,2010,"104,000 mi.",E85 Flex Fuel,403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,A/T,Gray,–,None reported,Yes,19500.0
1652,BMW,650 i,2014,"40,000 mi.",Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,None reported,Yes,34000.0
1653,Kia,Telluride SX,2021,"24,423 mi.",Gasoline,3.8L V6 24V GDI DOHC,8-Speed Automatic,Black,Black,None reported,,44315.0
1654,Land,Rover Range Rover Sport 5.0L Supercharged Dynamic,2016,"56,842 mi.",Gasoline,510.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,35000.0
1655,Nissan,Juke SV,2011,"137,483 mi.",Gasoline,188.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,White,Gray,None reported,Yes,3200.0
1656,INFINITI,QX60 Base,2017,"93,500 mi.",Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,16000.0
1657,Volkswagen,ID.4 Pro S,2023,"1,716 mi.",,Battery Electric,Automatic,Gray,Gray w/Blue Bolsters,None reported,,39998.0
1658,Porsche,911 Carrera,2005,"46,200 mi.",Gasoline,325.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,49999.0
1659,Honda,CR-V Touring,2022,"20,229 mi.",Gasoline,1.5L I4 16V GDI DOHC Turbo,Automatic CVT,Black,Black,None reported,,36727.0
1660,Ford,Mustang Shelby GT500,2007,"7,346 mi.",Gasoline,500.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Black,None reported,Yes,40999.0
1661,Chevrolet,Corvette Stingray w/3LT,2021,"12,000 mi.",Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,At least 1 accident or damage reported,Yes,99900.0
1662,Nissan,Pathfinder S,2017,"145,000 mi.",Gasoline,284.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,At least 1 accident or damage reported,Yes,8500.0
1663,Rivian,R1S Launch Edition,2023,"4,500 mi.",,835.0HP Electric Motor Electric Fuel System,1-Speed A/T,Silver,Gray,None reported,Yes,89999.0
1664,Chevrolet,Silverado 1500 1LZ,2014,"111,095 mi.",E85 Flex Fuel,355.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,26000.0
1665,Chevrolet,Suburban RST,2021,"52,000 mi.",Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,Black,None reported,Yes,61000.0
1666,Ford,F-150 XLT,2018,"53,500 mi.",Gasoline,325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Brown,Beige,At least 1 accident or damage reported,Yes,31500.0
1667,Chevrolet,Suburban Premier,2017,"133,598 mi.",Gasoline,5.3L V8 16V GDI OHV,6-Speed Automatic,Siren Red Tintcoat,Jet Black,At least 1 accident or damage reported,Yes,29999.0
